YSKX3_049809_0077,YSKX3,77,291,432,142,0.7280385078219013,1.083032490974729
YSKX3_049810_0079,YSKX3,79,284,416,133,0.7099879663056559,1.0409145607701564
YSKX3_049811_0080,YSKX3,80,312,432,121,0.7821901323706377,1.083032490974729
YSKX3_049812_0076,YSKX3,76,284,420,137,0.7099879663056559,1.0529482551143199
YSKX3_049813_0075,YSKX3,75,130,339,210,0.3249097472924188,0.8483754512635379
T5ECU_049814_0137,T5ECU,137,8,216,209,0.009587727708533077,0.28763183125599234
T5ECU_049815_0092,T5ECU,92,0,454,455,0.0,0.6040268456375839
T5ECU_049816_0152,T5ECU,152,84,744,661,0.11185682326621924,0.9907318632150848
T5ECU_049817_0154,T5ECU,154,77,202,126,0.10226909555768617,0.2684563758389262
T5ECU_049818_0059,T5ECU,59,0,768,769,0.0,1.0226909555768615
T5ECU_049819_0118,T5ECU,118,0,768,769,0.0,1.0226909555768615
T5ECU_049820_0151,T5ECU,151,0,101,102,0.0,0.1342281879194631
T5ECU_049821_0106,T5ECU,106,12,180,169,0.01597954618088846,0.2396931927133269
T5ECU_049822_0106,T5ECU,106,173,320,148,0.2301054650047939,0.4250559284116331
T5ECU_049823_0106,T5ECU,106,324,488,165,0.4314477468839885,0.6487695749440716
T5ECU_049824_0149,T5ECU,149,130,768,639,0.17257909875359542,1.0226909555768615
T5ECU_049825_0138,T5ECU,138,8,147,140,0.009587727708533077,0.19495046340683925
T5ECU_049826_0150,T5ECU,150,111,214,104,0.14701182486417386,0.28443592201981466
T5ECU_049827_0107,T5ECU,107,0,768,769,0.0,1.0226909555768615
AAH6R_049828_0059,AAH6R,59,84,192,109,0.4742547425474255,1.0840108401084012
AAH6R_049829_0151,AAH6R,151,72,183,112,0.4065040650406504,1.029810298102981
AAH6R_049830_0148,AAH6R,148,0,192,193,0.0,1.0840108401084012
AAH6R_049831_0096,AAH6R,96,0,128,129,0.0,0.7181571815718157
AAH6R_049832_0155,AAH6R,155,0,128,129,0.0,0.7181571815718157
