46GP8_000000_0092,46GP8,92,286,509,224,0.4792589609343537,0.8538058799838905
46GP8_000001_0147,46GP8,147,0,303,304,0.0,0.5074506645187273
N11GT_000002_0098,N11GT,98,207,341,135,0.4691762138570649,0.7746863066012003
N11GT_000003_0075,N11GT,75,0,281,282,0.0,0.6382978723404256
N11GT_000004_0127,N11GT,127,0,365,366,0.0,0.8292416803055102
N11GT_000005_0153,N11GT,153,154,291,138,0.3491543917075832,0.6601200218221496
KRF68_000006_0018,KRF68,18,543,668,126,0.7451368282228817,0.9165842400263766
KRF68_000007_0141,KRF68,141,99,231,133,0.1351796900758325,0.31651829871414444
KRF68_000008_0148,KRF68,148,248,600,353,0.33959775799538416,0.8242664029014178
KRF68_000009_0006,KRF68,6,101,262,162,0.1384767556874382,0.3593801516650182
KRF68_000010_0002,KRF68,2,164,339,176,0.22420046158918566,0.4648862512363996
KRF68_000011_0150,KRF68,150,0,238,239,0.0,0.3264094955489615
KRF68_000012_0000,KRF68,0,149,368,220,0.2044180679195516,0.5044510385756678
MJO7C_000013_0015,MJO7C,15,0,768,769,0.0,1.019757807520714
MJO7C_000014_0107,MJO7C,107,0,768,769,0.0,1.019757807520714
S6MPZ_000015_0009,S6MPZ,9,0,104,105,0.0,0.11180447217888714
S6MPZ_000016_0011,S6MPZ,11,0,936,937,0.0,1.0140405616224648
S6MPZ_000017_0015,S6MPZ,15,0,936,937,0.0,1.0140405616224648
S6MPZ_000018_0019,S6MPZ,19,0,936,937,0.0,1.0140405616224648
S6MPZ_000019_0156,S6MPZ,156,0,737,738,0.0,0.7982319292771709
S6MPZ_000020_0059,S6MPZ,59,0,936,937,0.0,1.0140405616224648
S6MPZ_000021_0061,S6MPZ,61,0,192,193,0.0,0.2080083203328133
S6MPZ_000022_0061,S6MPZ,61,120,276,157,0.13000520020800832,0.2990119604784191
S6MPZ_000023_0017,S6MPZ,17,0,852,853,0.0,0.923036921476859
S6MPZ_000024_0063,S6MPZ,63,0,89,90,0.0,0.09620384815392616
7HVU8_000025_0020,7HVU8,20,0,135,136,0.0,0.1890614449696151
7HVU8_000026_0004,7HVU8,4,298,744,447,0.4186360567184335,1.0465901417960837
7HVU8_000027_0001,7HVU8,1,0,240,241,0.0,0.33760972316002696
7HVU8_000028_0144,7HVU8,144,324,454,131,0.4557731262660365,0.6380823767724509
7HVU8_000029_0127,7HVU8,127,0,120,121,0.0,0.1688048615800135
7HVU8_000030_0127,7HVU8,127,39,188,150,0.05401755570560432,0.26333558406482105
7HVU8_000031_0127,7HVU8,127,152,296,145,0.212694125590817,0.4152599594868333
MCQO5_000032_0148,MCQO5,148,101,322,222,0.13299556681443953,0.4243191893603547
MCQO5_000033_0106,MCQO5,106,711,792,82,0.9373020899303356,1.0449651678277392
MCQO5_000034_0000,MCQO5,0,51,564,514,0.06649778340721976,0.7441418619379354
MCQO5_000035_0107,MCQO5,107,514,792,279,0.6776440785307156,1.0449651678277392
MCQO5_000036_0002,MCQO5,2,36,152,117,0.04749841671944269,0.1994933502216593
MCQO5_000037_0110,MCQO5,110,495,622,128,0.6523115896136796,0.8201393286890437
VPIYF_000038_0015,VPIYF,15,44,264,221,0.17492711370262393,1.0689990281827018
JSUF4_000039_0123,JSUF4,123,387,768,382,0.5271774721676491,1.0478061558611658
JSUF4_000040_0106,JSUF4,106,425,764,340,0.5795677799607073,1.0412573673870336
JSUF4_000041_0102,JSUF4,102,0,298,299,0.0,0.40602488539620174
JSUF4_000042_0151,JSUF4,151,363,567,205,0.4944335297969876,0.7727570399476098
JSUF4_000043_0127,JSUF4,127,0,372,373,0.0,0.5075311067452521
8WJIR_000044_0009,8WJIR,9,99,310,212,0.11812157879573608,0.37165082108902336
8WJIR_000045_0106,8WJIR,106,310,564,255,0.37165082108902336,0.6770383174877557
8WJIR_000046_0006,8WJIR,6,178,423,246,0.2131950446557188,0.5070584845865745
8WJIR_000047_0154,8WJIR,154,168,341,174,0.20167098818784213,0.40910400460962254
8WJIR_000048_0107,8WJIR,107,0,248,249,0.0,0.29674445404782485
8WJIR_000049_0131,8WJIR,131,123,348,226,0.1469317199654278,0.4177470469605301
8WJIR_000050_0107,8WJIR,107,372,864,493,0.4465571881302218,1.0371650821089022
8WJIR_000051_0152,8WJIR,152,123,348,226,0.1469317199654278,0.4177470469605301
8WJIR_000052_0132,8WJIR,132,15,269,255,0.017286084701815037,0.3226735811005474
8WJIR_000053_0110,8WJIR,110,269,473,205,0.3226735811005474,0.567559781042927
8WJIR_000054_0151,8WJIR,151,240,500,261,0.2881014116969173,0.599250936329588
8WJIR_000055_0135,8WJIR,135,245,512,268,0.2938634399308556,0.6136560069144339
8WJIR_000056_0109,8WJIR,109,132,327,196,0.15845577643330452,0.3918179199078075
INQNU_000057_0107,INQNU,107,245,416,172,0.5525460455037919,0.9371614301191766
INQNU_000058_0135,INQNU,135,207,351,145,0.4658721560130011,0.7908992416034669
INQNU_000059_0151,INQNU,151,212,353,142,0.47670639219935,0.7963163596966413
INQNU_000060_0106,INQNU,106,221,356,136,0.4983748645720476,0.8017334777898159
INQNU_000061_0152,INQNU,152,305,456,152,0.6879739978331527,1.0292524377031418
INQNU_000062_0004,INQNU,4,0,286,287,0.0,0.6446370530877573
INQNU_000063_0075,INQNU,75,0,286,287,0.0,0.6446370530877573
INQNU_000064_0118,INQNU,118,231,456,226,0.5200433369447454,1.0292524377031418
LI6LV_000065_0034,LI6LV,34,0,161,162,0.0,0.1930279458369346
LI6LV_000066_0129,LI6LV,129,725,864,140,0.8700662633246903,1.0371650821089022
LI6LV_000067_0106,LI6LV,106,754,864,111,0.9046384327283205,1.0371650821089022
LI6LV_000068_0155,LI6LV,155,65,365,301,0.07778738115816768,0.4379141457793143
LI6LV_000069_0148,LI6LV,148,320,466,147,0.3831748775569001,0.5589167386920195
LI6LV_000070_0129,LI6LV,129,461,646,186,0.5531547104580812,0.7749927974647075
LI6LV_000071_0001,LI6LV,1,0,156,157,0.0,0.18726591760299624
LI6LV_000072_0096,LI6LV,96,694,864,171,0.8326130798040909,1.0371650821089022
LI6LV_000073_0002,LI6LV,2,0,156,157,0.0,0.18726591760299624
MGCM8_000074_0011,MGCM8,11,0,768,769,0.0,1.0406504065040652
MGCM8_000075_0014,MGCM8,14,0,768,769,0.0,1.0406504065040652
MGCM8_000076_0059,MGCM8,59,0,768,769,0.0,1.0406504065040652
I8QJN_000077_0124,I8QJN,124,0,272,273,0.0,0.3654592496765847
I8QJN_000078_0106,I8QJN,106,516,725,210,0.6953428201811125,0.9767141009055628
I8QJN_000079_0154,I8QJN,154,156,399,244,0.21021992238033635,0.536869340232859
I8QJN_000080_0107,I8QJN,107,310,768,459,0.4172056921086675,1.034928848641656
I8QJN_000081_0146,I8QJN,146,164,305,142,0.21992238033635186,0.4107373868046572
XC9EY_000082_0088,XC9EY,88,101,432,332,0.16607354685646505,0.7117437722419929
XC9EY_000083_0109,XC9EY,109,382,516,135,0.6287069988137605,0.8501383946223804
XC9EY_000084_0009,XC9EY,9,387,507,121,0.6366152629497825,0.8343218663503362
XC9EY_000085_0118,XC9EY,118,0,504,505,0.0,0.8303677342823249
XC9EY_000086_0119,XC9EY,119,382,507,126,0.6287069988137605,0.8343218663503362
XC9EY_000087_0107,XC9EY,107,0,502,503,0.0,0.8264136022143139
DOQ9Y_000088_0001,DOQ9Y,1,178,363,186,0.17922015015742312,0.36570598207798494
DOQ9Y_000089_0006,DOQ9Y,6,816,982,167,0.8234439331557278,0.9905546137079196
DOQ9Y_000090_0061,DOQ9Y,61,423,768,346,0.4262533301041415,0.7750060547348027
DOQ9Y_000091_0097,DOQ9Y,97,723,1004,282,0.7289900702349238,1.0123516589973358
DOQ9Y_000092_0155,DOQ9Y,155,0,363,364,0.0,0.36570598207798494
DOQ9Y_000093_0081,DOQ9Y,81,581,848,268,0.5860983288931945,0.8549285541293291
DOQ9Y_000094_0141,DOQ9Y,141,821,992,172,0.8282877209978203,1.0002421893921043
DOQ9Y_000095_0020,DOQ9Y,20,728,1008,281,0.7338338580770163,1.0171954468394284
DOQ9Y_000096_0000,DOQ9Y,0,156,353,198,0.1574231048680068,0.35601840639379995
DOQ9Y_000097_0023,DOQ9Y,23,312,492,181,0.3148462097360136,0.4964882538144829
DOQ9Y_000098_0063,DOQ9Y,63,413,588,176,0.4165657544199564,0.5933640106563333
DOQ9Y_000099_0063,DOQ9Y,63,516,682,167,0.5207071930249455,0.6878178735771373
RK9II_000100_0012,RK9II,12,248,840,593,0.3067301965455629,1.042287075640262
RK9II_000101_0154,RK9II,154,711,840,130,0.8814770696843359,1.042287075640262
QGQGZ_000102_0008,QGQGZ,8,0,226,227,0.0,0.28554070473876064
QGQGZ_000103_0104,QGQGZ,104,250,360,111,0.3159173754556501,0.4556500607533414
QGQGZ_000104_0130,QGQGZ,130,353,816,464,0.44653705953827455,1.0328068043742404
QGQGZ_000105_0118,QGQGZ,118,452,816,365,0.5710814094775213,1.0328068043742404
QGQGZ_000106_0063,QGQGZ,63,459,816,358,0.5801944106925881,1.0328068043742404
QGQGZ_000107_0061,QGQGZ,61,454,812,359,0.5741190765492101,1.0267314702308623
QGQGZ_000108_0097,QGQGZ,97,24,231,208,0.030376670716889424,0.2916160388821385
5S1WQ_000109_0101,5S1WQ,101,0,63,64,0.0,0.08264462809917356
5S1WQ_000110_0127,5S1WQ,127,188,764,577,0.24793388429752064,1.0108073744437378
5S1WQ_000111_0102,5S1WQ,102,154,740,587,0.20343293070565802,0.9790209790209792
5S1WQ_000112_0100,5S1WQ,100,144,264,121,0.19071837253655435,0.34965034965034963
5S1WQ_000113_0098,5S1WQ,98,149,737,589,0.19707565162110616,0.975842339478703
CUCBN_000114_0154,CUCBN,154,178,310,133,0.3544061302681993,0.617816091954023
CUCBN_000115_0123,CUCBN,123,0,272,273,0.0,0.5411877394636015
CUCBN_000116_0009,CUCBN,9,89,262,174,0.17720306513409964,0.5220306513409962
CUCBN_000117_0097,CUCBN,97,322,471,150,0.6417624521072798,0.9386973180076629
SX0HE_000118_0107,SX0HE,107,0,288,289,0.0,1.138519924098672
SX0HE_000119_0015,SX0HE,15,0,142,143,0.0,0.5597722960151803
SX0HE_000120_0019,SX0HE,19,70,288,219,0.27514231499051234,1.138519924098672
SX0HE_000121_0106,SX0HE,106,0,142,143,0.0,0.5597722960151803
72JYK_000122_0048,72JYK,48,161,288,128,0.2897923875432526,0.5190311418685121
72JYK_000123_0061,72JYK,61,418,569,152,0.7525951557093424,1.0250865051903113
72JYK_000124_0151,72JYK,151,63,200,138,0.11245674740484428,0.35899653979238755
72JYK_000125_0047,72JYK,47,101,576,476,0.18166089965397925,1.038062283737024
72JYK_000126_0052,72JYK,52,192,576,385,0.3460207612456747,1.038062283737024
72JYK_000127_0156,72JYK,156,101,576,476,0.18166089965397925,1.038062283737024
72JYK_000128_0125,72JYK,125,101,576,476,0.18166089965397925,1.038062283737024
BDFDE_000129_0059,BDFDE,59,176,792,617,0.2314521242866201,1.0462904248573242
BDFDE_000130_0151,BDFDE,151,130,269,140,0.1712111604311985,0.3551046290424857
BDFDE_000131_0129,BDFDE,129,416,694,279,0.5485098287888396,0.916296766011414
BDFDE_000132_0106,BDFDE,106,492,716,225,0.6499682942295498,0.944831959416614
BDFDE_000133_0107,BDFDE,107,252,792,541,0.3329105897273304,1.0462904248573242
H6N4Z_000134_0113,H6N4Z,113,0,173,174,0.0,0.2575107296137339
H6N4Z_000135_0081,H6N4Z,81,166,300,135,0.24678111587982834,0.4470672389127325
H6N4Z_000136_0015,H6N4Z,15,0,696,697,0.0,1.0371959942775393
H6N4Z_000137_0001,H6N4Z,1,166,303,138,0.24678111587982834,0.4506437768240343
H6N4Z_000138_0114,H6N4Z,114,70,696,627,0.10371959942775393,1.0371959942775393
H6N4Z_000139_0016,H6N4Z,16,0,696,697,0.0,1.0371959942775393
OBTP8_000140_0008,OBTP8,8,84,284,201,0.1126126126126126,0.3796653796653797
OBTP8_000141_0040,OBTP8,40,430,586,157,0.5759330759330761,0.7850707850707851
OBTP8_000142_0096,OBTP8,96,221,425,205,0.296010296010296,0.5694980694980695
OBTP8_000143_0097,OBTP8,97,0,161,162,0.0,0.2155727155727156
OBTP8_000144_0155,OBTP8,155,226,512,287,0.3024453024453025,0.6853281853281854
OBTP8_000145_0141,OBTP8,141,68,284,217,0.09009009009009007,0.3796653796653797
4021N_000146_0040,4021N,40,192,668,477,0.2637652489284537,0.9165842400263766
4021N_000147_0042,4021N,42,576,689,114,0.7912957467853611,0.9462578305308276
4021N_000148_0076,4021N,76,0,238,239,0.0,0.3264094955489615
4021N_000149_0039,4021N,39,324,533,210,0.4451038575667656,0.7319485657764592
4021N_000150_0041,4021N,41,212,344,133,0.2901417738212991,0.471480382459611
4021N_000151_0043,4021N,43,144,317,174,0.19782393669634027,0.4352126607319486
4021N_000152_0000,4021N,0,51,250,200,0.0692383778437191,0.3428948236069898
ZSHWE_000153_0034,ZSHWE,34,281,468,188,0.3804878048780487,0.6341463414634146
ZSHWE_000154_0026,ZSHWE,26,0,564,565,0.0,0.7642276422764228
ZSHWE_000155_0155,ZSHWE,155,365,677,313,0.4943089430894309,0.9170731707317072
ZSHWE_000156_0035,ZSHWE,35,252,420,169,0.3414634146341464,0.5691056910569106
ZSHWE_000157_0033,ZSHWE,33,0,452,453,0.0,0.6113821138211383
ZSHWE_000158_0001,ZSHWE,1,528,668,141,0.7154471544715447,0.9040650406504064
ZSHWE_000159_0000,ZSHWE,0,540,658,119,0.7317073170731707,0.8910569105691056
ZSHWE_000160_0002,ZSHWE,2,377,639,263,0.5105691056910568,0.8650406504065041
SFDTP_000161_0044,SFDTP,44,356,536,181,0.4852459016393443,0.7311475409836066
SFDTP_000162_0000,SFDTP,0,370,744,375,0.5049180327868853,1.0163934426229508
SFDTP_000163_0154,SFDTP,154,0,744,745,0.0,1.0163934426229508
SFDTP_000164_0033,SFDTP,33,351,744,394,0.4786885245901639,1.0163934426229508
SFDTP_000165_0035,SFDTP,35,344,744,401,0.4688524590163934,1.0163934426229508
Q5EPP_000166_0129,Q5EPP,129,538,668,131,0.5780645161290322,0.7174193548387097
Q5EPP_000167_0128,Q5EPP,128,51,960,910,0.05419354838709678,1.032258064516129
SK6FW_000168_0098,SK6FW,98,329,816,488,0.4193449647995102,1.0407101316192224
