YSKX3,77,291,432,142,0.7280385078219013,1.083032490974729
YSKX3,79,284,416,133,0.7099879663056559,1.0409145607701564
YSKX3,80,312,432,121,0.7821901323706377,1.083032490974729
YSKX3,76,284,420,137,0.7099879663056559,1.05294825511432
YSKX3,75,130,339,210,0.3249097472924188,0.8483754512635379
T5ECU,137,8,216,209,0.009587727708533077,0.28763183125599234
T5ECU,92,0,454,455,0.0,0.6040268456375839
T5ECU,152,84,744,661,0.11185682326621925,0.9907318632150848
T5ECU,154,77,202,126,0.10226909555768617,0.2684563758389262
T5ECU,59,0,768,769,0.0,1.0226909555768617
T5ECU,118,0,768,769,0.0,1.0226909555768617
T5ECU,151,0,101,102,0.0,0.1342281879194631
T5ECU,106,12,180,169,0.015979546180888465,0.23969319271332695
T5ECU,106,173,320,148,0.23010546500479387,0.42505592841163314
T5ECU,106,324,488,165,0.4314477468839885,0.6487695749440716
T5ECU,149,130,768,639,0.17257909875359542,1.0226909555768617
T5ECU,138,8,147,140,0.009587727708533077,0.19495046340683925
T5ECU,150,111,214,104,0.14701182486417386,0.28443592201981466
T5ECU,107,0,768,769,0.0,1.0226909555768617
AAH6R,59,84,192,109,0.4742547425474255,1.0840108401084012
AAH6R,151,72,183,112,0.4065040650406504,1.029810298102981
AAH6R,148,0,192,193,0.0,1.0840108401084012
AAH6R,96,0,128,129,0.0,0.7181571815718157
AAH6R,155,0,128,129,0.0,0.7181571815718157
015XE,15,0,771,772,0.0,0.977764240024368
015XE,87,15,771,757,0.018275967103259214,0.977764240024368
015XE,16,0,771,772,0.0,0.977764240024368
015XE,154,0,764,765,0.0,0.9686262564727384
TJZ0P,67,207,332,126,0.4856013551665725,0.7792207792207793
TJZ0P,28,166,286,121,0.38961038961038963,0.6719367588932806
TJZ0P,59,0,456,457,0.0,1.0728402032749857
TJZ0P,65,185,377,193,0.43478260869565216,0.8865047995482778
TJZ0P,68,284,454,171,0.6662902315076228,1.067193675889328
TJZ0P,26,0,284,285,0.0,0.6662902315076228
TJZ0P,153,68,250,183,0.15810276679841895,0.5872388481084133
TJZ0P,11,0,456,457,0.0,1.0728402032749857
TJZ0P,115,0,284,285,0.0,0.6662902315076228
TJZ0P,117,0,106,107,0.0,0.2484472049689441
TJZ0P,156,245,456,212,0.5759457933370976,1.0728402032749857
TJZ0P,63,204,341,138,0.4799548277809147,0.8018068887634104
TJZ0P,69,202,344,143,0.4743083003952569,0.8074534161490683
TJZ0P,25,161,276,116,0.378317334839074,0.6493506493506493
TJZ0P,27,27,168,142,0.062111801242236024,0.3952569169960474
TJZ0P,32,12,293,282,0.0282326369282891,0.688876341050254
TJZ0P,61,221,430,210,0.5194805194805194,1.0107284020327498
TJZ0P,62,315,432,118,0.7396950875211744,1.0163749294184077
TJZ0P,30,0,101,102,0.0,0.23715415019762845
TJZ0P,9,185,288,104,0.43478260869565216,0.6775832862789384
TJZ0P,81,149,276,128,0.35008469791078484,0.6493506493506493
TJZ0P,145,8,281,274,0.01693958215697346,0.6606437041219649
TJZ0P,116,161,274,114,0.378317334839074,0.6437041219649915
B82GJ,33,440,600,161,0.7493857493857493,1.0237510237510237
B82GJ,35,425,540,116,0.7248157248157248,0.9213759213759213
B82GJ,147,0,478,479,0.0,0.8149058149058148
B82GJ,153,440,600,161,0.7493857493857493,1.0237510237510237
A1BS2,6,867,1004,138,0.76,0.8799999999999999
A1BS2,38,22,156,135,0.018947368421052633,0.1368421052631579
A1BS2,113,336,483,148,0.29473684210526313,0.4231578947368421
A1BS2,96,0,432,433,0.0,0.37894736842105264
A1BS2,96,296,425,130,0.25894736842105265,0.3726315789473684
A1BS2,109,353,507,155,0.3094736842105263,0.4442105263157895
A1BS2,109,449,591,143,0.39368421052631575,0.5178947368421053
A1BS2,8,358,495,138,0.3136842105263158,0.43368421052631584
A1BS2,97,920,1083,164,0.8063157894736841,0.9494736842105264
A1BS2,37,15,404,390,0.01263157894736842,0.3536842105263158
A1BS2,33,27,380,354,0.023157894736842106,0.33263157894736844
A1BS2,35,22,147,126,0.018947368421052633,0.12842105263157894
A1BS2,34,255,408,154,0.2231578947368421,0.35789473684210527
A1BS2,105,903,1020,118,0.791578947368421,0.8947368421052632
A1BS2,107,428,591,164,0.37473684210526315,0.5178947368421053
A1BS2,114,0,987,988,0.0,0.8652631578947368
ZBBOO,106,0,135,136,0.0,0.25842178126442084
ZBBOO,40,0,552,553,0.0,1.0613751730502998
ZBBOO,106,0,552,553,0.0,1.0613751730502998
ZBBOO,107,0,552,553,0.0,1.0613751730502998
ZBBOO,26,0,552,553,0.0,1.0613751730502998
AF8I2,145,629,840,212,0.7714958775029446,1.0306242638398115
AF8I2,62,524,660,137,0.6419316843345112,0.809776207302709
AF8I2,156,0,567,568,0.0,0.6949352179034158
AF8I2,30,533,735,203,0.6537102473498233,0.9010600706713782
AF8I2,152,0,94,95,0.0,0.11484098939929328
AF8I2,152,221,356,136,0.270906949352179,0.43580683156654887
AF8I2,117,533,735,203,0.6537102473498233,0.9010600706713782
AF8I2,119,495,620,126,0.6065959952885748,0.7597173144876325
AF8I2,26,552,840,289,0.6772673733804476,1.0306242638398115
AF8I2,61,0,615,616,0.0,0.7538280329799765
AF8I2,63,0,600,601,0.0,0.7361601884570083
AF8I2,149,221,351,131,0.270906949352179,0.4299175500588928
AF8I2,125,0,840,841,0.0,1.0306242638398115
AF8I2,115,540,840,301,0.6625441696113074,1.0306242638398115
AF8I2,27,540,754,215,0.6625441696113074,0.9246171967020023
4WVTC,70,0,552,553,0.0,1.069767441860465
4WVTC,73,0,552,553,0.0,1.069767441860465
4WVTC,35,0,552,553,0.0,1.069767441860465
4WVTC,126,0,267,268,0.0,0.5162790697674419
4WVTC,52,0,274,275,0.0,0.5302325581395348
4WVTC,33,0,552,553,0.0,1.069767441860465
4WVTC,49,60,243,184,0.11627906976744186,0.4697674418604651
4WVTC,154,149,274,126,0.28837209302325584,0.5302325581395348
4WVTC,47,0,171,172,0.0,0.3302325581395349
4WVTC,75,161,317,157,0.3116279069767442,0.613953488372093
4WVTC,46,0,111,112,0.0,0.21395348837209302
T56KO,1,195,370,176,0.24515738498789347,0.46610169491525427
T56KO,4,128,272,145,0.16041162227602906,0.34200968523002423
T56KO,2,195,370,176,0.24515738498789347,0.46610169491525427
T56KO,0,87,387,301,0.1089588377723971,0.4872881355932204
T56KO,2,15,164,150,0.018159806295399514,0.20581113801452786
T56KO,155,509,675,167,0.6416464891041163,0.8504842615012107
T56KO,33,135,365,231,0.1694915254237288,0.46004842615012104
T56KO,34,250,389,140,0.31476997578692495,0.49031476997578693
T56KO,37,195,296,102,0.24515738498789347,0.3722760290556901
T56KO,33,207,310,104,0.2602905569007264,0.3904358353510896
T56KO,35,116,219,104,0.14527845036319612,0.2754237288135593
DUZDL,113,156,310,155,0.16385177716158306,0.32518275775144945
