46GP8,92,286,509,224,0.47925896093435366,0.8538058799838905
46GP8,147,0,303,304,0.0,0.5074506645187273
N11GT,98,207,341,135,0.4691762138570649,0.7746863066012003
N11GT,75,0,281,282,0.0,0.6382978723404256
N11GT,127,0,365,366,0.0,0.8292416803055102
N11GT,153,154,291,138,0.3491543917075832,0.6601200218221496
KRF68,18,543,668,126,0.7451368282228817,0.9165842400263766
KRF68,141,99,231,133,0.1351796900758325,0.31651829871414444
KRF68,148,248,600,353,0.33959775799538416,0.8242664029014178
KRF68,6,101,262,162,0.1384767556874382,0.3593801516650182
KRF68,2,164,339,176,0.22420046158918563,0.4648862512363996
KRF68,150,0,238,239,0.0,0.3264094955489615
KRF68,0,149,368,220,0.2044180679195516,0.5044510385756678
MJO7C,15,0,768,769,0.0,1.0197578075207139
MJO7C,107,0,768,769,0.0,1.0197578075207139
S6MPZ,9,0,104,105,0.0,0.11180447217888714
S6MPZ,11,0,936,937,0.0,1.0140405616224648
S6MPZ,15,0,936,937,0.0,1.0140405616224648
S6MPZ,19,0,936,937,0.0,1.0140405616224648
S6MPZ,156,0,737,738,0.0,0.798231929277171
S6MPZ,59,0,936,937,0.0,1.0140405616224648
S6MPZ,61,0,192,193,0.0,0.2080083203328133
S6MPZ,61,120,276,157,0.13000520020800832,0.2990119604784191
S6MPZ,17,0,852,853,0.0,0.923036921476859
S6MPZ,63,0,89,90,0.0,0.09620384815392616
7HVU8,20,0,135,136,0.0,0.1890614449696151
7HVU8,4,298,744,447,0.4186360567184335,1.0465901417960837
7HVU8,1,0,240,241,0.0,0.337609723160027
7HVU8,144,324,454,131,0.45577312626603644,0.6380823767724509
7HVU8,127,0,120,121,0.0,0.1688048615800135
7HVU8,127,39,188,150,0.05401755570560432,0.26333558406482105
7HVU8,127,152,296,145,0.212694125590817,0.41525995948683325
MCQO5,148,101,322,222,0.13299556681443953,0.4243191893603547
MCQO5,106,711,792,82,0.9373020899303357,1.0449651678277392
MCQO5,0,51,564,514,0.06649778340721976,0.7441418619379354
MCQO5,107,514,792,279,0.6776440785307156,1.0449651678277392
MCQO5,2,36,152,117,0.04749841671944269,0.1994933502216593
MCQO5,110,495,622,128,0.6523115896136796,0.8201393286890437
VPIYF,15,44,264,221,0.17492711370262393,1.0689990281827018
JSUF4,123,387,768,382,0.5271774721676491,1.0478061558611658
JSUF4,106,425,764,340,0.5795677799607073,1.0412573673870336
JSUF4,102,0,298,299,0.0,0.40602488539620174
JSUF4,151,363,567,205,0.49443352979698757,0.7727570399476098
JSUF4,127,0,372,373,0.0,0.5075311067452521
8WJIR,9,99,310,212,0.11812157879573608,0.37165082108902336
8WJIR,106,310,564,255,0.37165082108902336,0.6770383174877557
8WJIR,6,178,423,246,0.2131950446557188,0.5070584845865745
8WJIR,154,168,341,174,0.20167098818784213,0.40910400460962254
8WJIR,107,0,248,249,0.0,0.29674445404782485
8WJIR,131,123,348,226,0.1469317199654278,0.4177470469605301
8WJIR,107,372,864,493,0.4465571881302218,1.0371650821089022
8WJIR,152,123,348,226,0.1469317199654278,0.4177470469605301
8WJIR,132,15,269,255,0.017286084701815037,0.3226735811005474
8WJIR,110,269,473,205,0.3226735811005474,0.567559781042927
